latitude,longitude
32.832184,-116.728693
33.444943,-116.995987
32.834702,-116.736932
33.436615,-116.999231
32.841952,-116.74829
33.433868,-116.996704
32.846191,-116.754126
33.435167,-116.994529
32.851639,-116.761871
33.436797,-116.993128
32.856583,-116.768848
33.438675,-116.991156
32.779953,-116.970557
32.859558,-116.773022
33.440335,-116.989485
33.442017,-116.987201
33.443344,-116.987366
33.443115,-116.985443
32.866532,-116.783659
32.87277,-116.793468
32.874985,-116.795929
32.874985,-116.795929
33.439683,-116.988756
33.44165,-116.986102
33.44165,-116.986102
33.441742,-116.986542
33.440567,-116.99055
33.439683,-116.987355
33.442154,-116.989398
32.833852,-116.811797
32.8797,-116.868439
32.843582,-116.806201
32.829208,-116.813837
32.843582,-116.806201
32.795912,-116.828053
32.817326,-116.819196
32.809086,-116.822391
33.440277,-116.989728
32.794748,-116.829006
32.781062,-116.846158
32.795912,-116.828053
32.784134,-116.840889
32.877228,-116.872284
32.805313,-116.823505
32.778351,-116.852838
32.778351,-116.852838
32.772812,-116.87157
32.77327,-116.868878
33.43927,-116.98808
32.776313,-116.892177
32.778874,-116.901145
32.780365,-116.90722
32.774358,-116.885339
32.781527,-116.913477
32.783707,-116.924579
32.785355,-116.930621
32.877228,-116.872284
32.787643,-116.938477
32.781527,-116.913477
32.791862,-116.953723
32.794189,-116.961108
32.789566,-116.946332
32.80101,-116.970282
33.440847,-116.985225
32.807596,-116.971043
32.797211,-116.967151
32.808481,-116.971043
32.808481,-116.971043
32.877228,-116.872284
32.808481,-116.971043
33.441467,-116.984839
33.440847,-116.985225
32.870178,-116.893213
32.86844,-116.902771
33.444198,-116.985953
32.867294,-116.908209
33.444198,-116.985953
33.443174,-116.989989
32.864548,-116.919745
33.439916,-116.989148
32.864548,-116.919745
32.859875,-116.936066
33.440009,-116.98444
32.859875,-116.936066
33.443665,-116.983191
33.441238,-116.982806
32.864548,-116.919745
32.864548,-116.919745
33.443939,-116.985938
33.443939,-116.985938
32.864548,-116.919745
32.864548,-116.919745
32.830078,-116.972479
33.442429,-116.990325
32.830078,-116.972479
33.445176,-116.988195
33.446732,-116.982202
33.446154,-116.985112
32.778351,-116.852838
32.830078,-116.972479
